,AGWP_ch4
297,1.5462445790293697e-14
298,1.5326894626613406e-14
299,1.519249008344568e-14
300,1.5059222480767744e-14
301,1.4927082220203278e-14
302,1.4796059784334718e-14
303,1.4666145736021363e-14
304,1.453733071772307e-14
305,1.440960545082988e-14
306,1.428296073499697e-14
307,1.4157387447485438e-14
308,1.4032876542508501e-14
309,1.3909419050583182e-14
310,1.378700607788752e-14
311,1.3665628805623056e-14
312,1.3545278489382817e-14
313,1.34259464585245e-14
314,1.3307624115548952e-14
315,1.3190302935483905e-14
316,1.3073974465272832e-14
317,1.2958630323169007e-14
318,1.2844262198134571e-14
319,1.2730861849244739e-14
320,1.2618421105096951e-14
321,1.2506931863224998e-14
322,1.2396386089518093e-14
323,1.2286775817644837e-14
324,1.2178093148481975e-14
325,1.207033024954797e-14
326,1.1963479354441399e-14
327,1.1857532762283994e-14
328,1.1752482837168414e-14
329,1.1648322007610629e-14
330,1.1545042766006912e-14
331,1.1442637668095439e-14
332,1.1341099332422379e-14
333,1.124042043981246e-14
334,1.1140593732844035e-14
335,1.1041612015328501e-14
336,1.094346815179419e-14
337,1.08461550669745e-14
338,1.0749665745300382e-14
339,1.0653993230397122e-14
340,1.0559130624585279e-14
341,1.0465071088385906e-14
342,1.0371807840029882e-14
343,1.0279334154971401e-14
344,1.0187643365405523e-14
345,1.0096728859789798e-14
346,1.0006584082369954e-14
347,9.917202532709504e-15
348,9.828577765223393e-15
349,9.74070338871549e-15
350,9.65357306592002e-15
351,9.567180513046859e-15
352,9.481519499330649e-15
353,9.396583846583675e-15
354,9.312367428752566e-15
355,9.228864171478658e-15
356,9.146068051662146e-15
357,9.063973097029818e-15
358,8.982573385706469e-15
359,8.90186304578995e-15
360,8.821836254929715e-15
361,8.742487239909014e-15
362,8.66381027623053e-15
363,8.58579968770555e-15
364,8.508449846046562e-15
365,8.431755170463296e-15
366,8.355710127262188e-15
367,8.280309229449184e-15
368,8.205547036335915e-15
369,8.131418153149165e-15
370,8.057917230643638e-15
371,7.985038964718006e-15
372,7.91277809603417e-15
373,7.841129409639718e-15
374,7.770087734593597e-15
375,7.69964794359489e-15
376,7.629804952614788e-15
377,7.560553720531594e-15
378,7.491889248768838e-15
379,7.42380658093644e-15
380,7.356300802474874e-15
381,7.289367040302367e-15
382,7.223000462465025e-15
383,7.157196277789962e-15
384,7.0919497355412844e-15
385,7.027256125079038e-15
386,6.9631107755209775e-15
387,6.899509055407228e-15
388,6.836446372367752e-15
389,6.773918172792606e-15
390,6.7119199415050035e-15
391,6.6504472014370974e-15
392,6.5894955133085555e-15
393,6.529060475307762e-15
394,6.469137722775774e-15
395,6.40972292789292e-15
396,6.350811799368011e-15
397,6.292400082130222e-15
398,6.234483557023533e-15
399,6.177058040503761e-15
400,6.120119384338137e-15
401,6.063663475307413e-15
402,6.0076862349105024e-15
403,5.952183619071592e-15
404,5.897151617849706e-15
405,5.842586255150758e-15
406,5.788483588441989e-15
407,5.734839708468853e-15
408,5.681650738974266e-15
409,5.6289128364202e-15
410,5.57662218971168e-15
411,5.524775019923048e-15
412,5.473367580026594e-15
413,5.422396154623411e-15
414,5.371857059676571e-15
415,5.3217466422465315e-15
416,5.272061280228754e-15
417,5.222797382093574e-15
418,5.173951386628229e-15
419,5.125519762681083e-15
420,5.077499008908e-15
421,5.0298856535208394e-15
422,4.982676254038107e-15
423,4.935867397037695e-15
424,4.88945569791167e-15
425,4.843437800623198e-15
426,4.797810377465444e-15
427,4.752570128822573e-15
428,4.707713782932721e-15
429,4.663238095652974e-15
430,4.619139850226341e-15
431,4.575415857050677e-15
432,4.5320629534495736e-15
433,4.489078003445156e-15
434,4.4464578975328175e-15
435,4.4041995524578485e-15
436,4.362299910993931e-15
437,4.3207559417235344e-15
438,4.279564638820137e-15
439,4.2387230218322965e-15
440,4.198228135469531e-15
441,4.158077049390012e-15
442,4.118266857990053e-15
443,4.078794680195375e-15
444,4.039657659254106e-15
445,4.000852962531567e-15
446,3.962377781306747e-15
447,3.924229330570535e-15
448,3.886404848825627e-15
449,3.848901597888122e-15
450,3.811716862690803e-15
451,3.774847951088064e-15
452,3.738292193662504e-15
453,3.702046943533122e-15
454,3.66610957616515e-15
455,3.630477489181498e-15
456,3.5951481021757506e-15
457,3.560118856526794e-15
458,3.5253872152149606e-15
459,3.490950662639757e-15
460,3.456806704439108e-15
461,3.4229528673101283e-15
462,3.389386698831424e-15
463,3.3561057672868715e-15
464,3.3231076614908912e-15
465,3.2903899906152e-15
466,3.257950384017007e-15
467,3.2257864910686893e-15
468,3.1938959809888774e-15
469,3.162276542674973e-15
470,3.130925884537088e-15
471,3.0998417343333668e-15
472,3.0690218390067235e-15
473,3.0384639645229302e-15
474,3.00816589571009e-15
475,2.9781254360994467e-15
476,2.9483404077675532e-15
477,2.918808651179771e-15
478,2.8895280250350812e-15
479,2.8604964061121934e-15
480,2.8317116891169938e-15
481,2.803171786531226e-15
482,2.774874628462504e-15
483,2.746818162495534e-15
484,2.7190003535446417e-15
485,2.6914191837075173e-15
486,2.664072652120188e-15
487,2.636958774813234e-15
488,2.610075584569211e-15
489,2.5834211307812723e-15
490,2.556993479312973e-15
491,2.530790712359279e-15
492,2.5048109283087426e-15
493,2.479052241606819e-15
494,2.4535127826203717e-15
495,2.4281906975032927e-15
496,2.4030841480632657e-15
497,2.378191311629654e-15
498,2.3535103809225095e-15
499,2.3290395639226777e-15
500,2.304777083742992e-15
501,2.280721178500574e-15
502,2.2568701011902005e-15
503,2.233222119558739e-15
504,2.209775515980633e-15
505,2.186528587334468e-15
506,2.163479644880535e-15
507,2.1406270141394758e-15
508,2.117969034771903e-15
509,2.095504060459079e-15
510,2.0732304587845766e-15
511,2.051146611116938e-15
512,2.0292509124933347e-15
513,2.0075417715042094e-15
514,1.9860176101788816e-15
515,1.9646768638721186e-15
516,1.9435179811516723e-15
517,1.922539423686765e-15
518,1.901739666137507e-15
519,1.8811171960452444e-15
520,1.860670513723858e-15
521,1.8403981321519392e-15
522,1.8202985768659186e-15
523,1.8003703858540563e-15
524,1.78061210945136e-15
525,1.7610223102353704e-15
526,1.741599562922825e-15
527,1.7223424542672064e-15
528,1.7032495829571495e-15
529,1.684319559515703e-15
530,1.6655510062004367e-15
531,1.6469425569044037e-15
532,1.6284928570579388e-15
533,1.610200563531261e-15
534,1.5920643445379339e-15
535,1.5740828795391165e-15
536,1.5562548591486202e-15
537,1.5385789850387838e-15
538,1.5210539698471357e-15
539,1.503678537083835e-15
540,1.4864514210399012e-15
541,1.4693713666962184e-15
542,1.4524371296333123e-15
543,1.4356474759418759e-15
544,1.4190011821340541e-15
545,1.40249703505549e-15
546,1.3861338317980933e-15
547,1.369910379613562e-15
548,1.3538254958276186e-15
549,1.3378780077549868e-15
550,1.3220667526150715e-15
551,1.3063905774483545e-15
552,1.290848339033497e-15
553,1.2754389038051466e-15
554,1.260161147772429e-15
555,1.2450139564381271e-15
556,1.2299962247185512e-15
557,1.2151068568640814e-15
558,1.200344766380377e-15
559,1.1857088759502491e-15
560,1.1711981173562073e-15
561,1.156811431403636e-15
562,1.1425477678446454e-15
563,1.1284060853025396e-15
564,1.1143853511969454e-15
565,1.100484541669556e-15
566,1.086702641510507e-15
567,1.0730386440853738e-15
568,1.0594915512627907e-15
569,1.0460603733426709e-15
570,1.0327441289850347e-15
571,1.0195418451394425e-15
572,1.0064525569750256e-15
573,9.934753078110938e-16
574,9.806091490483452e-16
575,9.678531401006482e-16
576,9.552063483273945e-16
577,9.426678489664325e-16
578,9.302367250675656e-16
579,9.17912067426605e-16
580,9.056929745199809e-16
581,8.935785524399102e-16
582,8.815679148301101e-16
583,8.696601828220515e-16
584,8.578544849717471e-16
585,8.461499571970846e-16
586,8.345457427156742e-16
587,8.230409919832365e-16
588,8.116348626324907e-16
589,8.003265194125803e-16
590,7.891151341289944e-16
591,7.779998855839983e-16
592,7.669799595175732e-16
593,7.560545485488503e-16
594,7.452228521180396e-16
595,7.344840764288451e-16
596,7.238374343913708e-16
597,7.132821455655118e-16
598,7.028174361048132e-16
599,6.924425387008075e-16
600,6.821566925278279e-16
601,6.71959143188274e-16
602,6.618491426583559e-16
603,6.518259492342787e-16
604,6.41888827478896e-16
605,6.320370481688074e-16
606,6.222698882418974e-16
607,6.125866307453258e-16
608,6.029865647839551e-16
609,5.934689854692099e-16
610,5.840331938683667e-16
611,5.746784969542766e-16
612,5.654042075555137e-16
613,5.562096443069337e-16
614,5.47094131600662e-16
615,5.3805699953749e-16
616,5.29097583878677e-16
617,5.202152259981675e-16
618,5.114092728352089e-16
619,5.026790768473659e-16
620,4.940239959639331e-16
621,4.854433935397411e-16
622,4.769366383093561e-16
623,4.685031043416603e-16
624,4.601421709948144e-16
625,4.518532228716106e-16
626,4.436356497751889e-16
627,4.3548884666513935e-16
628,4.2741221361396397e-16
629,4.194051557639154e-16
630,4.114670832841941e-16
631,4.035974113285075e-16
632,3.9579555999298797e-16
633,3.8806095427447e-16
634,3.803930240291123e-16
635,3.727912039313719e-16
636,3.6525493343332606e-16
637,3.577836567243394e-16
638,3.503768226910661e-16
639,3.4303388487778825e-16
640,3.357543014471024e-16
641,3.2853753514091803e-16
642,3.2138305324180373e-16
643,3.1429032753464555e-16
644,3.072588342686371e-16
645,3.0028805411959174e-16
646,2.933774721525608e-16
647,2.8652657778478457e-16
648,2.797348647489405e-16
649,2.730018310567114e-16
650,2.6632697896265963e-16
651,2.59709814928399e-16
652,2.531498495870811e-16
653,2.4664659770816974e-16
654,2.4019957816251834e-16
655,2.338083138877472e-16
656,2.2747233185389837e-16
657,2.21191163029397e-16
658,2.1496434234728703e-16
659,2.0879140867175942e-16
660,2.026719047649619e-16
661,1.9660537725408316e-16
662,1.9059137659872617e-16
663,1.846294570585415e-16
664,1.7871917666114821e-16
665,1.7286009717031826e-16
666,1.6705178405442822e-16
667,1.612938064551842e-16
668,1.5558573715660176e-16
669,1.49927152554253e-16
670,1.4431763262477726e-16
671,1.3875676089563678e-16
672,1.3324412441514022e-16
673,1.2777931372271183e-16
674,1.2236192281941395e-16
675,1.1699154913872016e-16
676,1.116677935175291e-16
677,1.0639026016743256e-16
678,1.0115855664621457e-16
679,9.597229382959926e-17
680,9.083108588323711e-17
681,8.573455023492109e-17
682,8.068230754704553e-17
683,7.567398168929039e-17
