,AGWP_ch4
360,2.397094513419394e-12
361,2.398420213453968e-12
362,2.3997372115573114e-12
363,2.401045575931935e-12
364,2.40234537422592e-12
365,2.403636673537507e-12
366,2.4049195404196438e-12
367,2.406194040884504e-12
368,2.4074602404079555e-12
369,2.408718203934003e-12
370,2.4099679958791887e-12
371,2.4112096801369536e-12
372,2.4124433200819687e-12
373,2.413668978574427e-12
374,2.414886717964298e-12
375,2.41609660009555e-12
376,2.4172986863103364e-12
377,2.4184930374531438e-12
378,2.419679713874913e-12
379,2.4208587754371172e-12
380,2.4220302815158112e-12
381,2.4231942910056475e-12
382,2.4243508623238553e-12
383,2.425500053414188e-12
384,2.4266419217508408e-12
385,2.42777652434233e-12
386,2.4289039177353454e-12
387,2.4300241580185666e-12
388,2.4311373008264497e-12
389,2.432243401342981e-12
390,2.4333425143054033e-12
391,2.4344346940079037e-12
392,2.435519994305278e-12
393,2.4365984686165615e-12
394,2.437670169928629e-12
395,2.4387351507997643e-12
396,2.4397934633632038e-12
397,2.4408451593306475e-12
398,2.441890289995738e-12
399,2.442928906237517e-12
400,2.4439610585238492e-12
401,2.444986796914816e-12
402,2.446006171066085e-12
403,2.4470192302322487e-12
404,2.448026023270137e-12
405,2.4490265986420988e-12
406,2.450021004419262e-12
407,2.4510092882847586e-12
408,2.4519914975369316e-12
409,2.4529676790925093e-12
410,2.453937879489752e-12
411,2.45490214489158e-12
412,2.455860521088665e-12
413,2.4568130535025073e-12
414,2.457759787188476e-12
415,2.4587007668388334e-12
416,2.4596360367857275e-12
417,2.4605656410041626e-12
418,2.461489623114946e-12
419,2.462408026387606e-12
420,2.4633208937432916e-12
421,2.464228267757642e-12
422,2.4651301906636364e-12
423,2.4660267043544188e-12
424,2.466917850386098e-12
425,2.4678036699805252e-12
426,2.46868420402805e-12
427,2.46955949309025e-12
428,2.4704295774026428e-12
429,2.4712944968773664e-12
430,2.4721542911058497e-12
431,2.47300899936145e-12
432,2.4738586606020734e-12
433,2.474703313472773e-12
434,2.475542996308325e-12
435,2.4763777471357832e-12
436,2.4772076036770112e-12
437,2.478032603351198e-12
438,2.478852783277344e-12
439,2.4796681802767372e-12
440,2.4804788308753985e-12
441,2.481284771306515e-12
442,2.482086037512846e-12
443,2.4828826651491145e-12
444,2.4836746895843755e-12
445,2.4844621459043656e-12
446,2.485245068913833e-12
447,2.4860234931388494e-12
448,2.486797452829098e-12
449,2.4875669819601492e-12
450,2.4883321142357123e-12
451,2.4890928830898715e-12
452,2.489849321689297e-12
453,2.4906014629354508e-12
454,2.491349339466757e-12
455,2.492092983660769e-12
456,2.49283242763631e-12
457,2.4935677032555984e-12
458,2.4942988421263563e-12
459,2.495025875603896e-12
460,2.4957488347931987e-12
461,2.496467750550962e-12
462,2.4971826534876463e-12
463,2.4978935739694885e-12
464,2.498600542120511e-12
465,2.4993035878245078e-12
466,2.5000027407270156e-12
467,2.500698030237269e-12
468,2.5013894855301383e-12
469,2.502077135548052e-12
470,2.502761009002904e-12
471,2.5034411343779412e-12
472,2.504117539929643e-12
473,2.5047902536895757e-12
474,2.5054593034662375e-12
475,2.5061247168468904e-12
476,2.506786521199366e-12
477,2.5074447436738713e-12
478,2.5080994112047655e-12
479,2.5087505505123315e-12
480,2.5093981881045296e-12
