,AGWP_ch4
396,8.886581662715105e-15
397,8.826728278247116e-15
398,8.76737062740783e-15
399,8.708504554166464e-15
400,8.650125937426642e-15
401,8.592230690732759e-15
402,8.534814761978847e-15
403,8.477874133119853e-15
404,8.421404819885318e-15
405,8.365402871495509e-15
406,8.309864370379886e-15
407,8.254785431897964e-15
408,8.200162204062515e-15
409,8.145990867265047e-15
410,8.092267634003654e-15
411,8.038988748613093e-15
412,7.986150486997172e-15
413,7.933749156363341e-15
414,7.881781094959542e-15
415,7.830242671813259e-15
416,7.779130286472736e-15
417,7.728440368750413e-15
418,7.678169378468468e-15
419,7.628313805206528e-15
420,7.578870168051484e-15
421,7.529835015349392e-15
422,7.481204924459492e-15
423,7.432976501510271e-15
424,7.385146381157559e-15
425,7.337711226344694e-15
426,7.29066772806465e-15
427,7.244012605124222e-15
428,7.197742603910151e-15
429,7.151854498157202e-15
430,7.106345088718239e-15
431,7.061211203336172e-15
432,7.0164496964178796e-15
433,6.972057448809973e-15
434,6.928031367576482e-15
435,6.8843683857783925e-15
436,6.841065462255033e-15
437,6.798119581407308e-15
438,6.755527752982749e-15
439,6.713287011862364e-15
440,6.6713944178492825e-15
441,6.6298470554591715e-15
442,6.588642033712419e-15
443,6.5477764859280695e-15
444,6.5072475695194644e-15
445,6.467052465791627e-15
446,6.4271883797403296e-15
447,6.387652539852867e-15
448,6.348442197910494e-15
449,6.3095546287925136e-15
450,6.270987130282031e-15
451,6.232737022873317e-15
452,6.194801649580823e-15
453,6.15717837574976e-15
454,6.1198645888682985e-15
455,6.082857698381342e-15
456,6.046155135505845e-15
457,6.009754353047717e-15
458,5.9736528252202356e-15
459,5.937848047464005e-15
460,5.9023375362684134e-15
461,5.8671188289945944e-15
462,5.832189483699882e-15
463,5.797547078963752e-15
464,5.763189213715185e-15
465,5.729113507061532e-15
466,5.695317598118771e-15
467,5.6617991458432394e-15
468,5.628555828864733e-15
469,5.595585345321041e-15
470,5.562885412693858e-15
471,5.530453767646069e-15
472,5.498288165860424e-15
473,5.466386381879552e-15
474,5.43474620894732e-15
475,5.403365458851523e-15
476,5.372241961767915e-15
477,5.341373566105531e-15
478,5.310758138353329e-15
479,5.280393562928082e-15
480,5.250277742023608e-15
481,5.220408595461209e-15
482,5.190784060541421e-15
483,5.161402091896951e-15
484,5.132260661346913e-15
485,5.103357757752245e-15
486,5.074691386872356e-15
487,5.046259571222977e-15
488,5.018060349935217e-15
489,4.9900917786157955e-15
490,4.9623519292084376e-15
491,4.934838889856456e-15
492,4.907550764766488e-15
493,4.880485674073357e-15
494,4.853641753706089e-15
495,4.8270171552550575e-15
496,4.8006100458402226e-15
497,4.774418607980508e-15
498,4.748441039464256e-15
499,4.72267555322079e-15
500,4.697120377193024e-15
501,4.671773754211181e-15
502,4.646633941867558e-15
503,4.621699212392341e-15
504,4.596967852530455e-15
505,4.572438163419489e-15
506,4.548108460468589e-15
507,4.523977073238426e-15
508,4.500042345322137e-15
509,4.476302634227278e-15
510,4.4527563112587815e-15
511,4.4294017614028726e-15
512,4.406237383211987e-15
513,4.383261588690646e-15
514,4.360472803182292e-15
515,4.3378694652570674e-15
516,4.315450026600555e-15
517,4.293212951903448e-15
518,4.271156718752136e-15
519,4.249279817520223e-15
520,4.227580751260961e-15
521,4.206058035600573e-15
522,4.184710198632499e-15
523,4.1635357808124926e-15
524,4.14253333485465e-15
525,4.1217014256282674e-15
526,4.10103863005559e-15
527,4.0805435370104175e-15
528,4.060214747217569e-15
529,4.0400508731531785e-15
530,4.020050538945833e-15
531,4.000212380278552e-15
532,3.980535044291597e-15
533,3.961017189486061e-15
534,3.941657485628322e-15
535,3.9224546136552616e-15
536,3.9034072655802874e-15
537,3.884514144400163e-15
538,3.865773964002614e-15
539,3.847185449074691e-15
540,3.828747335011938e-15
541,3.810458367828292e-15
542,3.792317304066776e-15
543,3.774322910710906e-15
544,3.756473965096865e-15
545,3.7387692548264206e-15
546,3.721207577680556e-15
547,3.703787741533846e-15
548,3.686508564269538e-15
549,3.669368873695365e-15
550,3.652367507460051e-15
551,3.635503312970523e-15
552,3.6187751473098235e-15
553,3.6021818771557164e-15
554,3.585722378699972e-15
555,3.569395537568323e-15
556,3.553200248741113e-15
557,3.537135416474602e-15
558,3.5211999542229323e-15
559,3.5053927845607503e-15
560,3.489712839106495e-15
561,3.474159058446304e-15
562,3.458730392058588e-15
563,3.4434257982392202e-15
564,3.4282442440273675e-15
565,3.4131847051319385e-15
566,3.39824616585865e-15
567,3.383427619037714e-15
568,3.3687280659521277e-15
569,3.3541465162665715e-15
570,3.3396819879568947e-15
571,3.3253335072402065e-15
572,3.3111001085055548e-15
573,3.2969808342451753e-15
574,3.282974734986339e-15
575,3.2690808692237507e-15
576,3.2552983033525383e-15
577,3.241626111601786e-15
578,3.2280633759686482e-15
579,3.214609186152997e-15
580,3.2012626394926313e-15
581,3.188022840899027e-15
582,3.1748889027936365e-15
583,3.1618599450447107e-15
584,3.1489350949046598e-15
585,3.1361134869479442e-15
586,3.1233942630094784e-15
587,3.1107765721235712e-15
588,3.098259570463351e-15
589,3.0858424212807346e-15
590,3.073524294846877e-15
591,3.061304368393125e-15
592,3.049181826052479e-15
593,3.0371558588015426e-15
594,3.0252256644029546e-15
595,3.013390447348311e-15
596,3.001649418801565e-15
597,2.99000179654291e-15
598,2.978446804913124e-15
599,2.96698367475839e-15
600,2.95561164337558e-15
601,2.9443299544579937e-15
602,2.933137858041567e-15
603,2.9220346104515107e-15
604,2.9110194742494286e-15
605,2.900091718180855e-15
606,2.889250617123239e-15
607,2.8784954520343786e-15
608,2.8678255099012787e-15
609,2.8572400836894404e-15
610,2.846738472292577e-15
611,2.8363199804827532e-15
612,2.825983918860954e-15
613,2.8157296038080495e-15
614,2.8055563574361867e-15
615,2.7954635075405956e-15
616,2.7854503875517807e-15
617,2.775516336488132e-15
618,2.7656606989089327e-15
619,2.755882824867756e-15
620,2.7461820698662565e-15
621,2.736557794808352e-15
622,2.7270093659547925e-15
623,2.7175361548781118e-15
624,2.7081375384179453e-15
625,2.698812898636748e-15
626,2.6895616227758603e-15
627,2.6803831032119634e-15
628,2.671276737413886e-15
629,2.6622419278997877e-15
630,2.6532780821946914e-15
631,2.64438461278838e-15
632,2.635560937093644e-15
633,2.626806477404885e-15
634,2.6181206608570626e-15
635,2.6095029193849896e-15
636,2.6009526896829656e-15
637,2.5924694131647607e-15
638,2.5840525359239243e-15
639,2.575701508694433e-15
640,2.5674157868116717e-15
641,2.559194830173736e-15
642,2.551038103203073e-15
643,2.54294507480843e-15
644,2.5349152183471335e-15
645,2.5269480115876857e-15
646,2.5190429366726666e-15
647,2.51119948008196e-15
648,2.5034171325962798e-15
649,2.49569538926101e-15
650,2.488033749350349e-15
651,2.4804317163317416e-15
652,2.472888797830636e-15
653,2.4654045055955132e-15
654,2.4579783554632223e-15
655,2.450609867324613e-15
656,2.4432985650904393e-15
657,2.436043976657568e-15
658,2.428845633875464e-15
659,2.421703072512956e-15
660,2.4146158322252888e-15
661,2.407583456521441e-15
662,2.4006054927317364e-15
663,2.393681491975705e-15
664,2.386811009130234e-15
665,2.3799936027979764e-15
666,2.3732288352760295e-15
667,2.366516272524874e-15
668,2.3598554841375803e-15
669,2.353246043309263e-15
670,2.346687526806809e-15
671,2.340179514938843e-15
672,2.333721591525957e-15
673,2.3273133438711863e-15
674,2.3209543627307363e-15
675,2.314644242284954e-15
676,2.308382580109539e-15
677,2.302168977147014e-15
678,2.2960030376784065e-15
679,2.2898843692951994e-15
680,2.283812582871499e-15
681,2.2777872925364394e-15
682,2.2718081156468278e-15
683,2.2658746727600076e-15
684,2.259986587606961e-15
685,2.2541434870656344e-15
686,2.2483450011344826e-15
687,2.242590762906243e-15
688,2.2368804085419296e-15
689,2.2312135772450397e-15
690,2.225589911235989e-15
691,2.2200090557267473e-15
692,2.2144706588957037e-15
693,2.2089743718627263e-15
694,2.203519848664446e-15
695,2.1981067462297465e-15
696,2.1927347243554478e-15
697,2.1874034456822102e-15
698,2.182112575670633e-15
699,2.176861782577555e-15
700,2.17165073743256e-15
701,2.1664791140146644e-15
702,2.161346588829227e-15
703,2.156252841085024e-15
704,2.15119755267154e-15
705,2.146180408136442e-15
706,2.1412010946632317e-15
707,2.1362593020491122e-15
708,2.1313547226830096e-15
709,2.1264870515238056e-15
710,2.1216559860787395e-15
711,2.1168612263819948e-15
712,2.112102474973469e-15
713,2.107379436877715e-15
714,2.102691819583068e-15
715,2.098039333020947e-15
716,2.0934216895453216e-15
717,2.0888386039123625e-15
718,2.0842897932602574e-15
719,2.079774977089198e-15
720,2.0752938772415376e-15
721,2.070846217882108e-15
722,2.0664317254787175e-15
723,2.0620501287827916e-15
724,2.057701158810198e-15
725,2.053384548822219e-15
726,2.0491000343066888e-15
727,2.0448473529592888e-15
728,2.0406262446649992e-15
729,2.0364364514797136e-15
730,2.032277717611997e-15
731,2.028149789405004e-15
732,2.0240524153185513e-15
733,2.019985345911339e-15
734,2.0159483338233117e-15
735,2.0119411337581893e-15
736,2.0079635024661233e-15
737,2.0040151987265137e-15
738,2.0000959833309615e-15
739,1.996205619066369e-15
740,1.9923438706981857e-15
741,1.9885105049537845e-15
742,1.9847052905059887e-15
743,1.980927997956732e-15
744,1.9771783998208586e-15
745,1.9734562705100564e-15
746,1.969761386316928e-15
747,1.9660935253991977e-15
748,1.9624524677640413e-15
749,1.9588379952525673e-15
750,1.9552498915244066e-15
751,1.9516879420424444e-15
752,1.9481519340576823e-15
753,1.9446416565942178e-15
754,1.941156900434359e-15
755,1.9376974581038647e-15
756,1.934263123857298e-15
757,1.9308536936635193e-15
758,1.927468965191287e-15
759,1.924108737794987e-15
760,1.9207728125004806e-15
761,1.9174609919910727e-15
762,1.9141730805935957e-15
763,1.9109088842646108e-15
764,1.9076682105767268e-15
765,1.9044508687050358e-15
766,1.9012566694136553e-15
767,1.8980854250423962e-15
768,1.8949369494935305e-15
769,1.891811058218676e-15
770,1.8887075682057938e-15
771,1.885626297966289e-15
772,1.882567067522226e-15
773,1.8795296983936477e-15
774,1.876514013586003e-15
775,1.873519837577677e-15
776,1.870546996307633e-15
777,1.8675953171631484e-15
778,1.864664628967668e-15
779,1.8617547619687415e-15
780,1.858865547826078e-15
781,1.8559968195996917e-15
782,1.8531484117381564e-15
783,1.8503201600669463e-15
784,1.847511901776885e-15
785,1.8447234754126885e-15
786,1.8419547208616028e-15
787,1.839205479342143e-15
788,1.836475593392917e-15
789,1.8337649068615543e-15
790,1.83107326489372e-15
791,1.828400513922226e-15
792,1.8257465016562292e-15
793,1.8231110770705267e-15
794,1.820494090394935e-15
795,1.817895393103764e-15
796,1.815314837905372e-15
797,1.812752278731819e-15
798,1.810207570728599e-15
799,1.8076805702444586e-15
800,1.8051711348213087e-15
801,1.802679123184213e-15
802,1.800204395231465e-15
803,1.7977468120247447e-15
804,1.7953062357793664e-15
805,1.7928825298545975e-15
806,1.7904755587440663e-15
807,1.7880851880662494e-15
808,1.7857112845550364e-15
809,1.783353716050378e-15
810,1.781012351489006e-15
811,1.7786870608952406e-15
812,1.7763777153718697e-15
813,1.7740841870911017e-15
814,1.7718063492856022e-15
815,1.7695440762396022e-15
816,1.7672972432800762e-15
817,1.7650657267680054e-15
818,1.7628494040897046e-15
819,1.7606481536482287e-15
820,1.7584618548548451e-15
821,1.7562903881205828e-15
822,1.7541336348478529e-15
823,1.7519914774221355e-15
824,1.7498637992037407e-15
825,1.7477504845196355e-15
826,1.7456514186553412e-15
827,1.7435664878468995e-15
828,1.7414955792729055e-15
829,1.7394385810466082e-15
830,1.737395382208074e-15
831,1.7353658727164226e-15
832,1.7333499434421228e-15
833,1.731347486159356e-15
834,1.729358393538441e-15
835,1.7273825591383265e-15
836,1.725419877399143e-15
837,1.7234702436348211e-15
838,1.7215335540257682e-15
839,1.719609705611607e-15
840,1.7176985962839793e-15
841,1.7158001247794082e-15
842,1.7139141906722145e-15
843,1.7120406943675025e-15
844,1.7101795370942e-15
845,1.7083306208981534e-15
846,1.706493848635288e-15
847,1.7046691239648198e-15
848,1.7028563513425287e-15
849,1.7010554360140867e-15
850,1.6992662840084387e-15
851,1.697488802131245e-15
852,1.6957228979583772e-15
853,1.6939684798294621e-15
854,1.692225456841494e-15
855,1.6904937388424846e-15
856,1.6887732364251772e-15
857,1.6870638609208128e-15
858,1.6853655243929414e-15
859,1.683678139631293e-15
860,1.6820016201456977e-15
861,1.680335880160057e-15
862,1.6786808346063637e-15
863,1.677036399118774e-15
864,1.6754024900277321e-15
865,1.6737790243541372e-15
866,1.672165919803567e-15
867,1.6705630947605443e-15
868,1.6689704682828576e-15
869,1.667387960095921e-15
870,1.665815490587189e-15
871,1.664252980800617e-15
872,1.6627003524311647e-15
873,1.661157527819348e-15
874,1.6596244299458385e-15
875,1.6581009824261063e-15
876,1.656587109505107e-15
877,1.6550827360520154e-15
878,1.6535877875550038e-15
879,1.6521021901160601e-15
880,1.6506258704458566e-15
881,1.649158755858653e-15
882,1.647700774267251e-15
883,1.646251854177985e-15
884,1.6448119246857607e-15
885,1.643380915469125e-15
886,1.6419587567853926e-15
887,1.6405453794657996e-15
888,1.6391407149107056e-15
889,1.6377446950848343e-15
890,1.636357252512554e-15
891,1.6349783202731955e-15
892,1.6336078319964146e-15
893,1.632245721857588e-15
894,1.6308919245732525e-15
895,1.6295463753965786e-15
896,1.6282090101128855e-15
897,1.6268797650351909e-15
898,1.6255585769998012e-15
899,1.624245383361935e-15
900,1.6229401219913881e-15
901,1.62164273126823e-15
902,1.6203531500785422e-15
903,1.6190713178101835e-15
904,1.6177971743486037e-15
905,1.6165306600726783e-15
906,1.6152717158505914e-15
907,1.6140202830357412e-15
908,1.6127763034626898e-15
909,1.6115397194431421e-15
910,1.6103104737619588e-15
911,1.6090885096732011e-15
912,1.6078737708962167e-15
913,1.606666201611747e-15
914,1.6054657464580773e-15
915,1.6042723505272112e-15
916,1.603085959361086e-15
917,1.6019065189478091e-15
918,1.6007339757179365e-15
919,1.599568276540774e-15
920,1.5984093687207189e-15
921,1.5972571999936196e-15
922,1.5961117185231793e-15
923,1.5949728728973808e-15
924,1.5938406121249441e-15
925,1.5927148856318142e-15
926,1.5915956432576806e-15
927,1.5904828352525192e-15
928,1.5893764122731712e-15
929,1.5882763253799455e-15
930,1.5871825260332516e-15
931,1.5860949660902604e-15
932,1.5850135978015936e-15
933,1.5839383738080402e-15
934,1.5828692471373003e-15
935,1.5818061712007586e-15
936,1.5807490997902802e-15
937,1.5796979870750402e-15
938,1.5786527875983724e-15
939,1.577613456274649e-15
940,1.576579948386189e-15
941,1.5755522195801845e-15
942,1.5745302258656608e-15
943,1.5735139236104563e-15
944,1.5725032695382316e-15
945,1.5714982207255048e-15
946,1.5704987345987025e-15
947,1.5695047689312504e-15
948,1.5685162818406752e-15
949,1.567533231785735e-15
950,1.5665555775635814e-15
951,1.565583278306929e-15
952,1.564616293481268e-15
953,1.563654582882083e-15
954,1.562698106632109e-15
955,1.5617468251785989e-15
956,1.5608006992906225e-15
957,1.5598596900563847e-15
958,1.5589237588805628e-15
959,1.557992867481678e-15
960,1.5570669778894717e-15
961,1.556146052442318e-15
962,1.5552300537846527e-15
963,1.5543189448644218e-15
964,1.5534126889305561e-15
965,1.5525112495304627e-15
966,1.5516145905075402e-15
967,1.5507226759987149e-15
968,1.5498354704319946e-15
969,1.5489529385240479e-15
970,1.5480750452777978e-15
971,1.5472017559800426e-15
972,1.5463330361990905e-15
973,1.5454688517824131e-15
974,1.5446091688543326e-15
975,1.5437539538137042e-15
976,1.542903173331642e-15
977,1.5420567943492484e-15
978,1.5412147840753694e-15
979,1.5403771099843667e-15
980,1.539543739813909e-15
981,1.5387146415627806e-15
982,1.5378897834887118e-15
983,1.5370691341062223e-15
984,1.5362526621844868e-15
985,1.5354403367452198e-15
986,1.5346321270605698e-15
987,1.5338280026510435e-15
988,1.5330279332834373e-15
989,1.532231888968788e-15
990,1.5314398399603482e-15
991,1.5306517567515674e-15
992,1.529867610074099e-15
993,1.5290873708958187e-15
994,1.528311010418864e-15
995,1.5275385000776831e-15
996,1.5267698115371095e-15
997,1.5260049166904452e-15
998,1.5252437876575624e-15
999,1.524486396783025e-15
1000,1.5237327166342184e-15
